機構名稱,地址,電話,x,y
杏康藥局,臺北市信義區忠孝東路五段３７２巷２７弄６８－２號１樓,(02)23457422,121.5752982,25.03975607
慧生藥局,臺北市信義區松山路３１０號,(02)27647138,121.5776571,25.04256147
鼎泰藥局,臺北市信義區基隆路一段１５５號１樓,(02)27620617,121.5653361,25.04221567
松山大藥局,臺北市信義區永吉路４３６號,(02)27600097,121.5781324,25.04526447
信隆藥局,臺北市信義區仁愛路四段496巷5號,(02)27296953,121.560471,25.03703621
力康藥局,臺北市信義區吳興街１６６－１號１樓,(02)27375368,121.5620058,25.02895804
吳興藥局,臺北市信義區吳興街二七九號一樓,(02)27208328,121.5641935,25.02658092
良美藥局,臺北市信義區福德街268巷37號,(02)27593659,121.5854369,25.04032985
福華藥局,臺北市信義區吳興街２８１巷３號１樓,(02)27208527,121.5643486,25.0265588
老上德藥局,臺北市信義區信義路六段１１８號,(02)27273864,121.5782134,25.03609127
光成藥局,臺北市信義區光復南路４５７號之３,(02)27587069,121.5577405,25.03448509
大順安藥局,臺北市信義區吳興街８４號,(02)27360639,121.5606311,25.03056223
立信藥局,臺北市信義區松山路４０３號１樓,(02)27687754,121.5779913,25.04144301
喜樂藥局,臺北市信義區松德路125號,(02)27275797,121.5752869,25.03751627
馨馨藥局,臺北市信義區虎林街82巷19號,,121.5763774,25.04336423
信義盛康藥局,臺北市信義區永吉路286號（1樓）,(02)23460521,121.5744261,25.0453699
新資生北醫大藥局,臺北市信義區吳興街284巷24弄1之1號1樓,(02)23777588,121.5635133,25.02442146
小熊藥局,臺北市信義區虎林街57之1號1樓,(02)27495833,121.5769301,25.04716841
松美藥局,臺北市信義區市民大道6段320號(1樓),(02)27651099,121.5797196,25.0487903
上好松山藥局,臺北市信義區松山路144號1樓,(02)27568012,121.5776119,25.047023
躍獅松仁藥局,臺北市信義區松仁路233號1樓,(02)27238626,121.5687687,25.02617413
杏仁藥局,臺北市信義區大道路１３５號,(02)27262541,121.5834462,25.03900907
佑華藥局,臺北市信義區忠孝東路五段五0八之四號一樓,(02)27595719,121.5787179,25.04075495
新和平藥局,臺北市信義區虎林街一九八號一樓,(02)23460951,121.5768828,25.03844073
華泰藥局,臺北市信義區虎林街八十二巷五號,(02)27601992,121.5794808,25.0483231
德康大藥局,臺北市信義區松山路五四一巷二十一號,(02)27272502,121.5783212,25.0492016
皇佳大藥局,臺北市信義區松山路541巷25號1樓、27號1樓,(02)27262555,121.579105,25.03796036
好康藥局,臺北市信義區莊敬路414號,(02)27232979,121.566199,25.0271568
麗中藥局,臺北市信義區福德街217號,(02)27594416,121.5847403,25.03840938
文興藥局,臺北市信義區福德街245號,(02)27590989,121.5858573,25.03873939
康杏藥局,臺北市信義區福德街306號1樓,(02)27591510,121.5873598,25.03930647
昆陽藥局,臺北市信義區林口街230號,(02)27274814,121.5813126,25.04247952
綠杏大藥局,臺北市信義區吳興街241號,(02)27582378,121.5634929,25.02745032
鴻濟藥局,臺北市信義區永吉路326巷2號1樓,(02)27645331,121.5753908,25.04506854
信桉藥局,臺北市信義區莊敬路236號,(02)87860005,121.5620883,25.02959805
安佑藥局,臺北市信義區吳興街247號1樓,(02)27222236,121.5635901,25.02733059
安心藥局,臺北市信義區永吉路30巷148弄4之1號,(02)27474992,121.5685441,25.04265751
九州藥局,臺北市信義區和平東路三段239號,(02)87323331,121.5543153,25.02293626
永吉藥局,臺北市信義區永吉路213號,(02)87874043,121.5738721,25.04571477
榮泰藥局,臺北市信義區光復南路419巷117號1樓,(02)77296777,121.5599212,25.0365281
皇昇大藥局,臺北市信義區松山路210號,(02)27663886,121.5776333,25.04508792
貴臨藥局,臺北市信義區永吉路326巷19號,(02)27493768,121.5755456,25.04457386
大鳥藥局,臺北市信義區莊敬路354號,(02)23455025,121.5643416,25.02771676
濟生中西藥局,臺北市信義區崇德街41號,(02)27358452,121.5541989,25.0243633
正和藥局,臺北市信義區吳興街225巷6號,(02)23455186,121.5634533,25.02783749
荐荃藥師藥局,臺北市信義區虎林街68之3號,(02)27492866,121.5770353,25.04447892
新永春藥局,臺北市信義區忠孝東路5段423巷1號,,121.5752643,25.04126297
大浲藥局,臺北市信義區忠孝東路5段372巷27弄18號,(02)87896835,121.5744502,25.03957979
新興健保藥局,臺北市信義區永吉路30巷113號,(02)27494892,121.5688674,25.0432416
富熙藥局,臺北市信義區松仁路260號1樓,(02)27587608,121.5695448,25.02431912
洪暘藥局,臺北市信義區富陽街86號,(02)27337099,121.5564304,25.02127393
專品光復藥局,臺北市信義區光復南路467之1號,(02)27586682,121.5576703,25.03383787
仁聖藥局,臺北市信義區信安街151號,(02)87324166,121.5554087,25.02289299
尚頤中西藥局,臺北市信義區虎林街145號,,121.5767206,25.03959377
北一健康人生藥局,臺北市信義區吳興街255號,(02)27583945,121.5637344,25.02715286
博亞藥局,臺北市信義區莊敬路462號,(02)27580506,121.567728,25.02671857
躍獅永吉藥局,臺北市信義區永吉路520號,(02)27059791,121.5803549,25.0452117
立赫北醫藥局,臺北市信義區吳興街118巷26弄17號,(02)27320100,121.559898,25.03006474
壹間藥師藥局,臺北市信義區虎林街120巷148號,(02)27672833,121.5741541,25.04213337
躍獅光復藥局,臺北市信義區光復南路417之8號,(02)87862307,121.5577258,25.03681858
上好藥師藥局,臺北市信義區永吉路30巷101弄48號,(02)27677088,121.5701025,25.04343133
北一忠孝藥局,臺北市信義區忠孝東路5段524巷1弄16號1樓,(02)23464572,121.5801512,25.04133527
富凱藥師藥局,臺北市信義區林口街18號1樓,(02)27282685,121.5793666,25.03718525
吳興春天藥局,臺北市信義區吳興街137號1樓,(02)27585617,121.561798,25.02947464
寶春藥局,臺北市信義區虎林街119之19號1樓,,121.5770952,25.04111935
日安藥局,臺北市信義區松仁路240巷13號1樓,(02)27203775,121.5690991,25.02453977
愛維喜藥局,臺北市信義區莊敬路278號,(02)27586989,121.5627071,25.02882297
市政藥局,臺北市信義區忠孝東路5段169號1樓、171號1樓,(02)27560050,121.5688097,25.04119897
杏一後山埤藥局,臺北市信義區忠孝東路5段778號1樓,(02)27274357,121.5815662,25.04340073
光點信義松仁藥局,臺北市信義區松仁路160號1樓,(02)27581850,121.5682102,25.02843911
躍獅興雅藥局,臺北市信義區松德路128號1樓,(02)87808429,121.5744817,25.03734142
宜家藥局,臺北市士林區前港街86號1樓,(02)28833677,121.5196328,25.08498315
家赫宇盛藥局,臺北市士林區中山北路6段222號1樓,(02)28328728,121.5254001,25.10860067
前港台安藥局,臺北市士林區前港街28號1樓,(02)28831079,121.5220506,25.08459299
向宇藥局,臺北市士林區德行東路217號1樓,(02)88661101,121.532763,25.10934708
天母藥局,臺北市士林區天母西路26號1樓,(02)28771202,121.5268437,25.11835063
大田大藥局,臺北市士林區德行東路133號1樓,(02)28326112,121.5292096,25.10808845
有為藥局,臺北市士林區文林路477號(1樓),(02)28366898,121.5241792,25.0960516
忠義台安藥局,臺北市士林區忠義街72號1樓,(02)28380685,121.5315264,25.10600093
芝山藥局,臺北市士林區忠誠路1段27號1樓及地下1層、29號1樓及地下1層,(02)28330353,121.5270814,25.10415332
富康活力通河藥局,臺北市士林區通河街141巷1號1樓,(02)28862866,121.5208017,25.08104434
通河藥局,臺北市士林區通河街147號1樓,(02)28861332,121.5205427,25.0811004
南風藥局,臺北市士林區美崙街45號1樓,(02)28320375,121.5225385,25.0970569
菁安藥局,臺北市士林區美崙街5號1樓,(02)28323951,121.5236314,25.09718206
景正藥師中西藥局,臺北市士林區福港街１５２號,(02)28838762,121.5178302,25.08753114
佳赫藥局,臺北市士林區文昌路62號,(02)28367202,121.5213792,25.09604928
士林三安藥局,臺北市士林區大南路１１號,(02)28812631,121.5260087,25.08898084
啓宏藥局,臺北市士林區大東路９０之１號,(02)28825811,121.5256281,25.09145851
太安藥局,臺北市士林區延平北路五段157號,(02)28111468,121.5101238,25.08255769
田倉藥局,臺北市士林區士東路122號1樓,(02)88662188,121.5300746,25.11218957
日康藥局,臺北市士林區士東路１２號１樓,(02)28358558,121.5267369,25.11167788
正陽藥局,臺北市士林區華齡街１１號１樓,(02)28815711,121.5194293,25.08266817
麗森藥局,臺北市士林區天母西路51號,(02)28714152,121.5269353,25.11854332
天母大和藥師藥局,臺北市士林區德行東路189之1號１樓,(02)28310142,121.5316648,25.10896733
陽明藥局,臺北市士林區菁山路十號一樓,(02)28612863,121.5468874,25.13797206
康鈺藥局,臺北市士林區忠誠路2段150號1樓,(02)28313915,121.532611,25.11489766
今欣藥局,臺北市士林區天母西路41巷9號1樓,(02)28713129,121.5273756,25.11931282
資生堂藥局,臺北市士林區承德路四段40巷17號1樓,(02)28857588,121.5220223,25.08107202
社子全民藥局,臺北市士林區延平北路五段120號,(02)28127412,121.5105655,25.0816936
康華藥局,臺北市士林區中山北路七段14巷二號二樓,(02)28743223,121.5310729,25.1186355
安泰藥師藥局,臺北市士林區延平北路六段83號(實際使用：1、2樓),(02)28166977,121.5087034,25.0884662
家赫藥局,臺北市士林區忠義街80號1樓,(02)28346453,121.5317167,25.10614065
得安藥局,臺北市士林區文林路195號1樓,(02)28836336,121.5269004,25.08977728
達揚藥局,臺北市士林區社正路36號1樓,(02)88115559,121.5099011,25.08877112
和樹藥局,臺北市士林區後港街45巷1號1樓,(02)28821188,121.5227724,25.08443801
博信藥局,臺北市士林區延平北路六段61號,(02)28128295,121.5087636,25.08787771
新興藥局,臺北市士林區德行西路１１７號,(02)28362643,121.5206205,25.10397683
杏城藥局,臺北市士林區天母東路２４號,(02)28725144,121.532249,25.11763699
文祥藥局,臺北市士林區光華路２６巷２弄２號,(02)28623487,121.5420468,25.13749085
建芳藥局,臺北市士林區德行東路１４８號,(02)28357172,121.5295563,25.10803806
博惠藥局,臺北市士林區華榮街１６號,(02)28320379,121.5236017,25.09548634
有德堂大藥局,臺北市士林區中山北路六段２２７號,(02)28318387,121.5251151,25.10888445
安寧藥局,臺北市士林區劍潭路91號,(02)28803319,121.5199092,25.0828459
博泰藥局,臺北市士林區社中街３６７號,(02)28128612,121.5038113,25.09222541
華倫藥局,臺北市士林區永平街８０巷１０號１樓,(02)28116545,121.5055151,25.09151994
詠恩藥局,臺北市士林區延平北路五段316號1樓,(02)28119479,121.5095752,25.08619268
仁大藥局,臺北市士林區社子街13號1樓,(02)88113793,121.5083331,25.08769049
三光藥局,臺北市士林區延平北路五段320號1樓,(02)28123786,121.5095485,25.08627942
社正藥局,臺北市士林區社正路12號1樓,(02)28118704,121.5092776,25.0885376
芳圓藥局,臺北市士林區社子街26之1號,(02)28168666,121.5079664,25.08749539
柏雅大藥局,臺北市士林區德行西路64號,(02)88664398,121.5226853,25.10505772
麗登藥局,臺北市士林區文林路261號,(02)28881414,121.5266532,25.09108108
信光藥局,臺北市士林區文昌路68號,(02)28366277,121.5213576,25.09619424
幸福藥局,臺北市士林區德行東路109巷8號,(02)28346650,121.5283942,25.10812067
天爵藥局,臺北市士林區中山北路6段450巷1號,(02)28733759,121.5276386,25.11424669
石川藥師藥局,臺北市士林區忠義街70號,,121.53142,25.1059435
誼安藥局,臺北市士林區通河街42號,,121.5214694,25.08044249
聖賢藥局,臺北市士林區士商路58號,(02)28833046,121.5200325,25.09056437
大東健保藥局,臺北市士林區大東路86之4號,(02)28834672,121.5256719,25.09131395
光榮藥局,臺北市士林區社中街118號,(02)28136060,121.5103454,25.08990134
天母康甯健保藥局,臺北市士林區克強路8號,(02)28366631,121.5245315,25.10890703
大南春天生活藥局,臺北市士林區大南路317、319號,(02)28882196,121.5180056,25.0888786
和謙藥局,臺北市士林區社中街362號,(02)28165678,121.5040515,25.09242095
躍獅忠誠藥局,臺北市士林區忠義街70號,(02)28387948,121.53142,25.1059435
祥新藥局,臺北市士林區社子街65號,(02)28110906,121.5067454,25.08751342
天母台安藥局,臺北市士林區天母西路34號,(02)28728017,121.5262169,25.11834825
華齡春天生活藥局,臺北市士林區華齡街36、38號,(02)28882156,121.5195045,25.0836715
德行春天生活藥局,臺北市士林區德行東路76號,(02)28380306,121.5274641,25.10730213
家安健保藥局,臺北市士林區德行東路109巷119號,(02)28322182,121.5287782,25.11156217
後港五代全民藥局,臺北市士林區和豐街6號,(02)28818914,121.5191837,25.08278827
康佑藥局,臺北市士林區延平北路五段176號,(02)28119981,121.5102874,25.08299467
愛佳藥局,臺北市士林區承德路四段222之1號,(02)28811199,121.5214727,25.08850168
安奕藥局,臺北市士林區葫蘆街30巷12號,(02)28133289,121.5099306,25.08033752
太和堂中西藥局,臺北市士林區大東路74號(實際使用:1樓),(02)28814122,121.5257822,25.0903464
佩佩藥局,臺北市士林區中山北路六段182號,(02)28382662,121.5252009,25.10758681
躍獅芝山藥局,臺北市士林區福華路154號(實際使用:1樓),(02)28365822,121.522764,25.1036122
三原藥局,臺北市士林區延平北路五段293號(實際使用:1樓),(02)28111888,121.5094168,25.085893
士東藥局,臺北市士林區士東路91巷3號,(02)28760588,121.5290591,25.11256439
杏一士林延平藥局,臺北市士林區延平北路5段250號(1樓)、252號1樓,(02)28112937,121.5100118,25.0847227
文昌大藥局,臺北市士林區文昌路72號1樓,(02)28376196,121.5212651,25.09634087
中山盛康藥局,臺北市士林區中山北路7段162號1樓,(02)28771887,121.53271,25.12416526
藥本家藥局,臺北市士林區中山北路7段14巷26號1樓,(02)28766682,121.5327738,25.11884507
誠泰中西藥局,臺北市士林區永平街13號1樓,(02)88112352,121.5050936,25.08995764
加赫藥局,臺北市士林區文昌路76號1樓,(02)28336362,121.5212148,25.09646283
美麗田藥局,臺北市士林區通河街78號1樓,(02)28855990,121.520436,25.08090076
慈航藥局,臺北市士林區文林路441號(1樓),(02)28813168,121.5245433,25.0948515
德行盛康藥局,臺北市士林區德行東路206之1號1樓,(02)28348756,121.531987,25.1088979
劍潭藥局,臺北市士林區劍潭路55巷22號1樓,(02)28826998,121.5214307,25.08456521
心晴藥局,臺北市士林區劍潭路28號1樓,(02)28856572,121.5225295,25.08365682
向謙未來藥局,臺北市士林區天母西路33號1樓,(02)28760058,121.5277355,25.1185034
沐光中西藥局,臺北市士林區天母東路29號1樓,(02)28761312,121.5319189,25.11819156
文昌春天藥局,臺北市士林區文昌路44號(1樓),(02)28838539,121.521552,25.095632
健揚藥局,臺北市士林區延平北路5段251號1樓,(02)28163698,121.509683,25.08482656
康是美士東藥局,臺北市士林區士東路91巷1號1樓及1之1號1樓,(02)28746085,121.5289417,25.11234071
社子藥局,臺北市士林區社子街4號1樓,(02)28166135,121.5086985,25.08758667
天養藥局,臺北市士林區中山北路6段262號(1樓),,121.5255863,25.1095898
士林泰安藥局,臺北市士林區大東路36號(1樓),(02)28813509,121.5253291,25.0893469
晨熙藥局,臺北市士林區士東路48號1樓,(02)28316333,121.5278368,25.1118739
千盛台安藥局,臺北市士林區天母東路8巷84號1樓,(02)28720208,121.5304328,25.11483515
躍獅福港藥局,臺北市士林區福港街162號1樓,(02)2883-6209,121.5176933,25.08706843
石牌有間藥局,臺北市北投區石牌路2段313號1樓,(02)28760111,121.5231461,25.1216861
致遠台安藥局,臺北市北投區致遠二路141號1樓,(02)28263580,121.5127873,25.11729753
關渡松藥局,臺北市北投區知行路247號1樓,(02)28584824,121.4670676,25.12073577
吉利春天生活藥局,臺北市北投區吉利街120號1樓,(02)28253256,121.5068156,25.11850949
赫爾振華藥局,臺北市北投區振華街34號1樓,(02)28233730,121.5185604,25.11584546
中北生活藥局,臺北市北投區中央北路1段113號1樓,,121.4992872,25.13485327
心樂藥局,臺北市北投區致遠一路2段105號1樓,(02)28210261,121.5128171,25.11306117
祐民藥局,臺北市北投區中央南路1段209號(1樓),(02)28975339,121.5130564,25.1131307
天蓮藥局,臺北市北投區石牌路一段１６６巷１１５號,(02)28211824,121.5155151,25.11191768
丸三大藥局,臺北市北投區自強街１０５號,(02)28230637,121.5152668,25.11085944
石牌藥局,臺北市北投區石牌路一段４９號,(02)28214986,121.5105831,25.11329731
進春藥局,臺北市北投區明德路１５１號,(02)28216938,121.5206425,25.11086327
石牌大眾藥局,臺北市北投區致遠一路二段７號,(02)28232565,121.5143913,25.11093276
德昇藥局,臺北市北投區裕民二路２０號,(02)28217565,121.5169424,25.11599154
福德大藥局,臺北市北投區中央北路二段１９號,(02)28920294,121.4959357,25.13651029
新祥藥局,臺北市北投區知行路２０８號之１,(02)28582551,121.4668199,25.11935203
啟春藥局,臺北市北投區崇仁路一段１０２號１樓,(02)28918244,121.5017015,25.12529909
東陽西藥局,臺北市北投區中央南路一段２０３號,(02)28914208,121.501323,25.12845753
世全藥局,臺北市北投區知行路２7３號,(02)28585378,121.4671484,25.12129881
名山藥局,臺北市北投區東陽街４７５號１樓,(02)28226101,121.5199112,25.11230786
正仁藥局,臺北市北投區建民路１６１之９號,(02)28212985,121.5194585,25.11123428
石牌日春藥局,臺北市北投區自強街５巷１０７號,(02)28270455,121.511331,25.11202629
聯合藥局,臺北市北投區石牌路一段二十三號,(02)28270306,121.5099133,25.11293027
玉山藥局,臺北市北投區光明路一四五號,(02)28917161,121.5052942,25.1362139
實踐藥局,臺北市北投區實踐街十三號,(02)28210435,121.5076995,25.11486057
妮妮藥局,臺北市北投區中央南路一段187號,,121.5013713,25.1288423
明正藥局,臺北市北投區永興路二段19號,(02)28949409,121.5014754,25.14002974
新資生北投中和大藥局,臺北市北投區中和街294號1樓,(02)77565117,121.5002149,25.14065697
川秀藥局,臺北市北投區石牌路二段九九巷九號一樓,(02)28212290,121.514563,25.1175365
建民藥局,臺北市北投區光明路200號(1樓),(02)28912339,121.5035939,25.1358781
昌源藥局,臺北市北投區中央北路四段４８５號,(02)28928695,121.4692331,25.12842617
益元藥局,臺北市北投區光明路１０６號,(02)28912675,121.5013167,25.13309349
九福藥局,臺北市北投區公館路２３６號,(02)28953009,121.508028,25.126094
弘安藥局,臺北市北投區懷德街３３號１樓,(02)28206390,121.5193377,25.11218841
黎明藥局,臺北市北投區尊賢街２５３之１號,(02)28223795,121.5065625,25.11817333
明華藥局,臺北市北投區清江路8號(實際使用:1樓),(02)28971056,121.5014574,25.1315735
美康藥局,臺北市北投區明德路９０號１樓,(02)28281176,121.5196068,25.10939934
良興藥局,臺北市北投區中和街286號,,121.5003904,25.14046594
康揚藥局,臺北市北投區中和街308號1樓,(02)28946520,121.4999972,25.14085774
嘉禾大藥局,臺北市北投區中和街二六四號,(02)28984758,121.5007619,25.14009979
祐鄰藥局,臺北市北投區尊賢街二五○號,,121.5072858,25.11707035
小明藥局,臺北市北投區中央南路一段六九號二樓,(02)28967136,121.5013678,25.1314467
上頤藥局,臺北市北投區中和街327號1樓,(02)28981210,121.4996709,25.14097008
國泰藥師藥局,臺北市北投區自強街139-1號,(02)28223995,121.5161219,25.11113558
長宜藥局,臺北市北投區自強街112號(1樓),(02)28216605,121.5154228,25.1107518
大家藥局,臺北市北投區光明路182號,(02)28959000,121.5032945,25.13566318
維康藥局,臺北市北投區石牌路2段191.193號,(02)28206343,121.5210654,25.1188824
杏嘉藥局,臺北市北投區清江路68號,(02)28982340,121.5017036,25.13044328
冠亞藥局,臺北市北投區東陽街403號(1樓),(02)28217099,121.5176331,25.1124743
鴻恩藥局,臺北市北投區中央南路一段129號,(02)28926410,121.5011948,25.13015116
昱仁藥局,臺北市北投區光明路102號2樓,(02)28979050,121.5012179,25.13309534
佳祈健保藥局,臺北市北投區明德路144號,(02)28232535,121.5207644,25.11046372
天禧大藥局,臺北市北投區實踐街35號,(02)28213558,121.508706,25.11520921
秝安藥局,臺北市北投區石牌路一段69之1號(實際使用:1樓),(02)28215399,121.5111381,25.1136388
萬信藥局,臺北市北投區知行路305號,(02)28583083,121.4671918,25.12214405
北投春天藥局,臺北市北投區中央南路一段76號,(02)28916668,121.501084,25.13140614
致遠春天藥局,臺北市北投區致遠一路一段132號1、2樓,(02)28253258,121.5148634,25.1105069
尊賢藥局,臺北市北投區尊賢街212號,(02)28270505,121.5080306,25.11550738
漢藥局,臺北市北投區中央南路1段115號1樓,(02)28236598,121.5012377,25.13044771
振生大藥局,臺北市北投區中央北路三段61號,(02)28977292,121.4847979,25.1378103
怡人藥局,臺北市北投區自強街141巷2之1號(1樓),(02)28211598,121.5168179,25.111248
全家藥粧藥局,臺北市北投區光明路166之2號,(02)28988685,121.5026935,25.13508442
生活藥局,臺北市北投區光明路213號,(02)28933312,121.5037609,25.1361901
理得藥局,臺北市北投區石牌路一段150號,(02)28289680,121.5131036,25.11425877
天康大藥局,臺北市北投區中央南路一段57號,(02)28930168,121.5014269,25.1319197
躍獅光明藥局,臺北市北投區光明路51號(實際使用:1樓)及53號(實際使用:1樓),(02)28915993,121.4997292,25.1328887
永欣中西藥局,臺北市北投區中和街501號,(02)28910307,121.4947023,25.1451972
陳藥師藥局,臺北市北投區光明路2巷13之2號(實際使用:1樓),(02)28921971,121.4997272,25.1313032
江南育仁大藥局,臺北市北投區育仁路55號1樓,(02)28981850,121.4980687,25.1336154
康賢藥局,臺北市北投區西安街1段359號1樓,(02)28219295,121.5153138,25.11428828
合宸藥局,臺北市北投區中央南路1段59號(1樓),(02)28913120,121.5130564,25.1131307
良哲藥局,臺北市北投區明德路157之4號(1樓),(02)28285516,121.5205735,25.1111579
康是美北投藥局,臺北市北投區中和街249號1樓、2樓及3樓,(02)28949542,121.500971,25.13963778
石牌春天藥局,臺北市北投區石牌路2段52號(1樓),(02)28250060,121.5159513,25.1159294
順欣藥局,臺北市內湖區星雲街73號,(02)27916562,121.592713,25.07908205
展恩藥局,臺北市內湖區民權東路六段136巷4號,(02)27953041,121.5876984,25.068664
大內湖藥局,臺北市內湖區成功路3段164號1樓,(02)27956286,121.5902646,25.08035315
健成藥局,臺北市內湖區內湖路1段323巷5弄1號1樓,(02)27986969,121.5680996,25.08291439
安康藥局,臺北市內湖區安康路482號1樓,(02)26327675,121.6157878,25.06785039
赫得藥局,臺北市內湖區康樂街七十二巷十七弄四號一樓,(02)26328642,121.6180575,25.0702934
富山藥局,臺北市內湖區麗山街３６４巷２號１樓,(02)27996446,121.5728334,25.08168028
新資生西湖大藥局,臺北市內湖區內湖路1段285巷65弄17號1樓,(02)77231850,121.5677784,25.08442727
江楠欣辰藥局,臺北市內湖區江南街37號1樓,(02)87510260,121.5781384,25.07785849
東湖藥局,臺北市內湖區東湖路43巷2號1樓,(02)26330112,121.6141484,25.06908763
瑞陽藥局,臺北市內湖區文德路102號1樓,(02)26581551,121.5828919,25.0783117
芳茂藥局,臺北市內湖區成功路四段151號,(02)27924711,121.5940049,25.08313056
泰成藥局,臺北市內湖區內湖路三段１３５號１樓,(02)27921231,121.5898508,25.08685341
富盛藥局,臺北市內湖區成功路四段６１巷２５弄１２號１樓,(02)27908667,121.5926347,25.08037514
永安藥局,臺北市內湖區文德路210巷30弄48號,(02)26586658,121.5851909,25.07722798
明湖藥局,臺北市內湖區東湖路７巷２７號１樓,(02)26313515,121.6124682,25.06970472
清白藥局,臺北市內湖區東湖路108號,(02)26305743,121.6156741,25.06827722
正心藥局,臺北市內湖區麗山街３６８號１樓,(02)27972771,121.5726944,25.08154382
宏光藥局,臺北市內湖區成功路二段２２１號１樓,(02)27919068,121.5908548,25.06737828
麗安藥局,臺北市內湖區港華街８１號１樓,(02)26580146,121.5746259,25.08328294
盧狄聯合藥局,臺北市內湖區康寧路三段一八九巷五十七號,(02)26308897,121.6113254,25.0671244
康信藥局,臺北市內湖區民權東路六段296巷29號,(02)26342088,121.606229,25.0720308
康健藥局,臺北市內湖區康樂街80號,(02)26305825,121.6188594,25.07014656
富康東湖藥局,臺北市內湖區東湖路119巷49弄16號,(02)26323222,121.6170025,25.06987934
高昱藥局,臺北市內湖區陽光街321巷26號2樓之15,(02)87519962,121.5786133,25.07236251
樂活藥師藥局,臺北市內湖區內湖路2段368號,(02)27968052,121.590978,25.08230202
樂康藥妝藥局,臺北市內湖區文德路117號,(02)26562110,121.584052,25.07870436
思恩藥局,臺北市內湖區成功路4段61巷26號,(02)27965808,121.5932258,25.0812065
早安元氣藥局,臺北市內湖區成功路4段53號1樓,(02)27923633,121.5920845,25.08166562
壹零捌藥局,臺北市內湖區成功路4段344號,(02)27910061,121.5996376,25.08487859
瑞光藥局,臺北市內湖區瑞光路212號,(02)87513365,121.5762695,25.07524933
昇龍藥局,臺北市內湖區東湖路151號,(02)26316783,121.6173049,25.06812176
桔子藥局,臺北市內湖區內湖路二段333號,(02)27930052,121.5916673,25.08318532
晟安藥局,臺北市內湖區金龍路135號,(02)87919320,121.590203,25.08593489
宜昇優良藥局,臺北市內湖區康寧路三段165巷10號,(02)26327817,121.6117906,25.07081493
躍獅寶湖藥局,臺北市內湖區民權東路六段123巷28號,(02)87928335,121.5928164,25.07009764
傑昇藥局,臺北市內湖區內湖路二段227號,(02)27925957,121.5890454,25.08180262
新安健保藥局,臺北市內湖區新明路402號,(02)27932289,121.5796932,25.05465735
仕德安藥局,臺北市內湖區新明路210號,(02)27961683,121.5846466,25.05711399
躍獅東湖藥局,臺北市內湖區金湖路378號,,121.6046726,25.0736172
樂齡藥師藥局,臺北市內湖區內湖路三段103號,(02)27919707,121.5909003,25.08640847
喜越藥局,臺北市內湖區內湖路一段285巷59弄7號,(02)26271955,121.5673304,25.08376702
江南大藥局,臺北市內湖區文德路22巷9弄56號,(02)26595430,121.5791186,25.07655418
躍獅大湖藥局,臺北市內湖區成功路四段329號,(02)27945376,121.5989758,25.08453684
澴山藥局,臺北市內湖區環山路一段四號,(02)87978793,121.5653911,25.08288233
瑞暉藥局,臺北市內湖區文德路105號,(02)26276828,121.5836889,25.07870207
晶龍藥局,臺北市內湖區成功路四段218號,(02)27956255,121.5961049,25.08456557
佑全內湖康寧藥局,臺北市內湖區康寧路三段39號、39號2樓、41號、43號,(02)26346578,121.60787,25.0726591
和康健保藥局,臺北市內湖區文德路66巷41號,(02)27997202,121.5817806,25.07720303
耀元藥局,臺北市內湖區康樂街150號,(02)26337369,121.6192412,25.07262737
西湖藥局,臺北市內湖區內湖路一段355號,,121.5692618,25.0822
維安藥局,臺北市內湖區成功路三段174巷23號,(02)27944520,121.5906365,25.08143424
富康文德藥局,臺北市內湖區文德路22巷27弄4號1樓,(02)26272000,121.5800004,25.07659464
博昱東福藥局,臺北市內湖區東湖路147號,(02)26308599,121.6171948,25.06814536
加一藥師藥局,臺北市內湖區星雲街24號1樓,(02)87912653,121.5907588,25.07804238
內湖藥局,臺北市內湖區康寧路1段116號1樓,(02)27940545,121.5934021,25.07948429
葫光藥局,臺北市內湖區康寧路3段54巷6號1樓,(02)26341000,121.6089927,25.07167879
禾馨民權藥局,臺北市內湖區民權東路6段42號1樓,(02)27910373,121.5816571,25.06774006
杏一港墘藥局,臺北市內湖區港墘路83號(1樓),(02)27997406,121.5780524,25.0808066
杏佳藥師藥局,臺北市內湖區康寧路1段51號1樓,(02)27949181,121.5919957,25.08033035
富田藥局,臺北市內湖區康寧路3段16巷31號1樓,(02)26338699,121.6075531,25.07206637
佑全內湖東湖藥局,臺北市內湖區東湖路122號1樓,(02)26337125,121.6162769,25.06811129
佳德健保藥局,臺北市內湖區康寧路3段151號1樓,(02)26315910,121.6115845,25.07060178
富康活力湖光藥局,臺北市內湖區康寧路1段25號1樓,(02)87927999,121.5913985,25.08061675
六本熊藥局,臺北市內湖區內湖路2段27號1樓,(02)26590017,121.5796375,25.07887841
原大藥局,臺北市內湖區內湖路1段737巷50弄5號1樓,(02)26596358,121.5788115,25.08057767
德威藥局,臺北市內湖區內湖路1段667巷1號1樓,(02)27975018,121.5760212,25.08017362
五分藥局,臺北市內湖區五分街64號1樓及66號1樓,(02)26336122,121.6159573,25.06719087
富康活力誠功藥局,臺北市內湖區成功路4段30巷20號1樓,(02)27960222,121.5916214,25.08235036
知壹藥局,臺北市內湖區港華街101之1號(1樓),(02)87519894,121.5735281,25.0835943
